Latitude,Longitude,Received_at,Recorded_at,Field,Value
47.44709,9.53596,2016-09-05T10:22:11Z,2016-09-05T10:20:16.000Z,BEHAVE_GPS_SPEED_PEAK,14580
47.44709,9.53596,2016-09-05T10:22:11Z,2016-09-05T10:20:16.000Z,BEHAVE_GPS_SPEED_END,18499
47.44709,9.53596,2016-09-05T10:22:11Z,2016-09-05T10:20:16.000Z,BEHAVE_ACC_Z_BEGIN,-1114
47.44709,9.53596,2016-09-05T10:22:11Z,2016-09-05T10:20:16.000Z,BEHAVE_ELAPSED,3133
47.44709,9.53596,2016-09-05T10:22:11Z,2016-09-05T10:20:16.000Z,BEHAVE_GPS_SPEED_BEGIN,9712
47.44709,9.53596,2016-09-05T10:22:11Z,2016-09-05T10:20:16.000Z,BEHAVE_ACC_X_PEAK,201
47.44709,9.53596,2016-09-05T10:22:11Z,2016-09-05T10:20:16.000Z,BEHAVE_ACC_X_END,179
47.44709,9.53596,2016-09-05T10:22:11Z,2016-09-05T10:20:16.000Z,BEHAVE_ACC_Y_PEAK,-21
47.44709,9.53596,2016-09-05T10:22:11Z,2016-09-05T10:20:16.000Z,BEHAVE_ACC_Z_END,-1115
47.44709,9.53596,2016-09-05T10:22:11Z,2016-09-05T10:20:16.000Z,BEHAVE_GPS_HEADING_END,168430
47.44709,9.53596,2016-09-05T10:22:11Z,2016-09-05T10:20:16.000Z,BEHAVE_GPS_HEADING_PEAK,168190
47.44709,9.53596,2016-09-05T10:22:11Z,2016-09-05T10:20:16.000Z,BEHAVE_ACC_Y_BEGIN,-46
47.44709,9.53596,2016-09-05T10:22:11Z,2016-09-05T10:20:16.000Z,BEHAVE_ACC_Y_END,-16
47.44709,9.53596,2016-09-05T10:22:11Z,2016-09-05T10:20:16.000Z,BEHAVE_UNIQUE_ID,197
47.44709,9.53596,2016-09-05T10:22:11Z,2016-09-05T10:20:16.000Z,BEHAVE_GPS_HEADING_BEGIN,172650
47.44709,9.53596,2016-09-05T10:22:11Z,2016-09-05T10:20:16.000Z,BEHAVE_ACC_Z_PEAK,-1117
47.44709,9.53596,2016-09-05T10:22:11Z,2016-09-05T10:20:16.000Z,BEHAVE_ACC_X_BEGIN,181
