Latitude,Longitude,Received_at,Recorded_at,Field,Value
-,-,2016-09-13T05:03:20Z,2016-09-13T05:02:58.000Z,BEHAVE_ACC_Y_PEAK,-374
-,-,2016-09-13T05:03:20Z,2016-09-13T05:02:58.000Z,BEHAVE_ID,12
-,-,2016-09-13T05:03:20Z,2016-09-13T05:02:58.000Z,BEHAVE_UNIQUE_ID,0
-,-,2016-09-13T05:03:20Z,2016-09-13T05:02:58.000Z,BEHAVE_GPS_SPEED_PEAK,0
-,-,2016-09-13T05:03:20Z,2016-09-13T05:02:58.000Z,BEHAVE_GPS_SPEED_END,0
-,-,2016-09-13T05:03:20Z,2016-09-13T05:02:58.000Z,BEHAVE_GPS_HEADING_BEGIN,0
-,-,2016-09-13T05:03:20Z,2016-09-13T05:02:58.000Z,BEHAVE_ACC_X_PEAK,-65
-,-,2016-09-13T05:03:20Z,2016-09-13T05:02:58.000Z,BEHAVE_ACC_Z_BEGIN,-1253
-,-,2016-09-13T05:03:20Z,2016-09-13T05:02:58.000Z,BEHAVE_ACC_Z_PEAK,-1207
-,-,2016-09-13T05:03:20Z,2016-09-13T05:02:58.000Z,BEHAVE_ACC_Z_END,-1171
-,-,2016-09-13T05:03:20Z,2016-09-13T05:02:58.000Z,BEHAVE_ELAPSED,2733
-,-,2016-09-13T05:03:20Z,2016-09-13T05:02:58.000Z,BEHAVE_GPS_SPEED_BEGIN,0
-,-,2016-09-13T05:03:20Z,2016-09-13T05:02:58.000Z,BEHAVE_GPS_HEADING_PEAK,0
-,-,2016-09-13T05:03:20Z,2016-09-13T05:02:58.000Z,BEHAVE_GPS_HEADING_END,0
-,-,2016-09-13T05:03:20Z,2016-09-13T05:02:58.000Z,BEHAVE_ACC_X_BEGIN,-141
-,-,2016-09-13T05:03:20Z,2016-09-13T05:02:58.000Z,BEHAVE_ACC_X_END,-3
-,-,2016-09-13T05:03:20Z,2016-09-13T05:02:58.000Z,BEHAVE_ACC_Y_BEGIN,-276
-,-,2016-09-13T05:03:20Z,2016-09-13T05:02:58.000Z,BEHAVE_ACC_Y_END,-266
-,-,2016-09-13T05:05:23Z,2016-09-13T05:03:18.000Z,BEHAVE_ELAPSED,4000
-,-,2016-09-13T05:05:23Z,2016-09-13T05:03:18.000Z,BEHAVE_ID,13
-,-,2016-09-13T05:05:23Z,2016-09-13T05:03:18.000Z,BEHAVE_ACC_X_END,146
-,-,2016-09-13T05:05:23Z,2016-09-13T05:03:18.000Z,BEHAVE_ACC_Y_BEGIN,272
-,-,2016-09-13T05:05:23Z,2016-09-13T05:03:18.000Z,BEHAVE_ACC_Y_END,269
-,-,2016-09-13T05:05:23Z,2016-09-13T05:03:18.000Z,BEHAVE_ACC_Z_BEGIN,-1151
-,-,2016-09-13T05:05:23Z,2016-09-13T05:03:18.000Z,BEHAVE_ACC_Z_END,-1162
-,-,2016-09-13T05:05:23Z,2016-09-13T05:03:18.000Z,BEHAVE_ACC_X_BEGIN,86
-,-,2016-09-13T05:05:23Z,2016-09-13T05:03:18.000Z,BEHAVE_ACC_X_PEAK,57
-,-,2016-09-13T05:05:23Z,2016-09-13T05:03:18.000Z,BEHAVE_ACC_Y_PEAK,325
-,-,2016-09-13T05:05:23Z,2016-09-13T05:03:18.000Z,BEHAVE_ACC_Z_PEAK,-1160
-,-,2016-09-13T05:05:23Z,2016-09-13T05:03:18.000Z,BEHAVE_UNIQUE_ID,1
-,-,2016-09-13T05:05:23Z,2016-09-13T05:03:39.000Z,BEHAVE_UNIQUE_ID,2
-,-,2016-09-13T05:05:23Z,2016-09-13T05:03:39.000Z,BEHAVE_ACC_X_PEAK,21
-,-,2016-09-13T05:05:23Z,2016-09-13T05:03:39.000Z,BEHAVE_ACC_Y_BEGIN,-279
-,-,2016-09-13T05:05:23Z,2016-09-13T05:03:39.000Z,BEHAVE_ACC_Y_END,-266
-,-,2016-09-13T05:05:23Z,2016-09-13T05:03:39.000Z,BEHAVE_ACC_Z_BEGIN,-1203
-,-,2016-09-13T05:05:23Z,2016-09-13T05:03:39.000Z,BEHAVE_ACC_Z_PEAK,-1155
-,-,2016-09-13T05:05:23Z,2016-09-13T05:03:39.000Z,BEHAVE_ID,12
-,-,2016-09-13T05:05:23Z,2016-09-13T05:03:39.000Z,BEHAVE_ACC_X_BEGIN,-57
-,-,2016-09-13T05:05:23Z,2016-09-13T05:03:39.000Z,BEHAVE_ACC_X_END,132
-,-,2016-09-13T05:05:23Z,2016-09-13T05:03:39.000Z,BEHAVE_ACC_Y_PEAK,-365
-,-,2016-09-13T05:05:23Z,2016-09-13T05:03:39.000Z,BEHAVE_ACC_Z_END,-1137
-,-,2016-09-13T05:05:23Z,2016-09-13T05:03:39.000Z,BEHAVE_ELAPSED,2000
47.43499,9.53781,2016-09-13T05:07:25Z,2016-09-13T05:05:11.000Z,BEHAVE_ACC_Z_BEGIN,-1112
47.43499,9.53781,2016-09-13T05:07:25Z,2016-09-13T05:05:11.000Z,BEHAVE_ACC_Z_PEAK,-1117
47.43499,9.53781,2016-09-13T05:07:25Z,2016-09-13T05:05:11.000Z,BEHAVE_UNIQUE_ID,3
47.43499,9.53781,2016-09-13T05:07:25Z,2016-09-13T05:05:11.000Z,BEHAVE_ACC_X_PEAK,-68
47.43499,9.53781,2016-09-13T05:07:25Z,2016-09-13T05:05:11.000Z,BEHAVE_ACC_X_END,34
47.43499,9.53781,2016-09-13T05:07:25Z,2016-09-13T05:05:11.000Z,BEHAVE_ACC_Y_BEGIN,277
47.43499,9.53781,2016-09-13T05:07:25Z,2016-09-13T05:05:11.000Z,BEHAVE_GPS_SPEED_BEGIN,27246
47.43499,9.53781,2016-09-13T05:07:25Z,2016-09-13T05:05:11.000Z,BEHAVE_GPS_HEADING_BEGIN,119740
47.43499,9.53781,2016-09-13T05:07:25Z,2016-09-13T05:05:11.000Z,BEHAVE_GPS_HEADING_END,122980
