Latitude,Longitude,Received_at,Recorded_at,Field,Value
-,-,2016-09-06T05:03:34Z,2016-09-06T05:02:12.000Z,BEHAVE_GPS_SPEED_BEGIN,0
-,-,2016-09-06T05:03:34Z,2016-09-06T05:02:12.000Z,BEHAVE_GPS_SPEED_PEAK,0
-,-,2016-09-06T05:03:34Z,2016-09-06T05:02:12.000Z,BEHAVE_ACC_X_PEAK,302
-,-,2016-09-06T05:03:34Z,2016-09-06T05:02:12.000Z,BEHAVE_GPS_HEADING_END,0
-,-,2016-09-06T05:03:34Z,2016-09-06T05:02:12.000Z,BEHAVE_ACC_X_BEGIN,183
-,-,2016-09-06T05:03:34Z,2016-09-06T05:02:12.000Z,BEHAVE_ACC_Y_BEGIN,-23
-,-,2016-09-06T05:03:34Z,2016-09-06T05:02:12.000Z,BEHAVE_ACC_Y_PEAK,50
-,-,2016-09-06T05:03:34Z,2016-09-06T05:02:12.000Z,BEHAVE_ACC_Z_PEAK,-1170
-,-,2016-09-06T05:03:34Z,2016-09-06T05:02:12.000Z,BEHAVE_ACC_Z_END,-1183
-,-,2016-09-06T05:03:34Z,2016-09-06T05:02:12.000Z,BEHAVE_UNIQUE_ID,327
-,-,2016-09-06T05:03:34Z,2016-09-06T05:02:12.000Z,BEHAVE_GPS_HEADING_BEGIN,0
-,-,2016-09-06T05:03:34Z,2016-09-06T05:02:12.000Z,BEHAVE_GPS_HEADING_PEAK,0
-,-,2016-09-06T05:03:34Z,2016-09-06T05:02:12.000Z,BEHAVE_ACC_X_END,177
-,-,2016-09-06T05:03:34Z,2016-09-06T05:02:12.000Z,BEHAVE_ACC_Y_END,125
-,-,2016-09-06T05:03:34Z,2016-09-06T05:02:12.000Z,BEHAVE_ACC_Z_BEGIN,-1117
-,-,2016-09-06T05:03:34Z,2016-09-06T05:02:12.000Z,BEHAVE_ELAPSED,4200
-,-,2016-09-06T05:03:34Z,2016-09-06T05:02:52.000Z,BEHAVE_ACC_Y_PEAK,-75
-,-,2016-09-06T05:03:34Z,2016-09-06T05:02:52.000Z,BEHAVE_ACC_Z_PEAK,-1177
-,-,2016-09-06T05:03:34Z,2016-09-06T05:02:52.000Z,BEHAVE_ACC_Z_END,-1148
-,-,2016-09-06T05:03:34Z,2016-09-06T05:02:52.000Z,BEHAVE_ID,10
-,-,2016-09-06T05:03:34Z,2016-09-06T05:02:52.000Z,BEHAVE_ACC_X_BEGIN,-202
-,-,2016-09-06T05:03:34Z,2016-09-06T05:02:52.000Z,BEHAVE_ACC_Y_BEGIN,-60
-,-,2016-09-06T05:03:34Z,2016-09-06T05:02:52.000Z,BEHAVE_ACC_Y_END,-61
