Latitude,Longitude,Received_at,Recorded_at,Field,Value
47.90653,13.32398,2016-09-10T09:57:58Z,2016-09-10T09:55:38.000Z,BEHAVE_ACC_X_BEGIN,-24
47.90653,13.32398,2016-09-10T09:57:58Z,2016-09-10T09:55:38.000Z,BEHAVE_ACC_Y_PEAK,290
47.90653,13.32398,2016-09-10T09:57:58Z,2016-09-10T09:55:38.000Z,BEHAVE_ACC_Y_END,265
47.90653,13.32398,2016-09-10T09:57:58Z,2016-09-10T09:55:38.000Z,BEHAVE_ACC_Z_BEGIN,-1019
47.90653,13.32398,2016-09-10T09:57:58Z,2016-09-10T09:55:38.000Z,BEHAVE_ELAPSED,1200
47.90653,13.32398,2016-09-10T09:57:58Z,2016-09-10T09:55:38.000Z,BEHAVE_GPS_SPEED_BEGIN,16123
47.90653,13.32398,2016-09-10T09:57:58Z,2016-09-10T09:55:38.000Z,BEHAVE_GPS_SPEED_PEAK,16568
47.90653,13.32398,2016-09-10T09:57:58Z,2016-09-10T09:55:38.000Z,BEHAVE_GPS_SPEED_END,16641
47.90653,13.32398,2016-09-10T09:57:58Z,2016-09-10T09:55:38.000Z,BEHAVE_GPS_HEADING_PEAK,296600
47.90653,13.32398,2016-09-10T09:57:58Z,2016-09-10T09:55:38.000Z,BEHAVE_ACC_X_PEAK,-24
47.90653,13.32398,2016-09-10T09:57:58Z,2016-09-10T09:55:38.000Z,BEHAVE_ACC_X_END,-26
47.90653,13.32398,2016-09-10T09:57:58Z,2016-09-10T09:55:38.000Z,BEHAVE_ACC_Y_BEGIN,271
47.90653,13.32398,2016-09-10T09:57:58Z,2016-09-10T09:55:38.000Z,BEHAVE_GPS_HEADING_BEGIN,288720
47.90653,13.32398,2016-09-10T09:57:58Z,2016-09-10T09:55:38.000Z,BEHAVE_GPS_HEADING_END,303610
47.90653,13.32398,2016-09-10T09:57:58Z,2016-09-10T09:55:38.000Z,BEHAVE_ACC_Z_PEAK,-1009
47.90653,13.32398,2016-09-10T09:57:58Z,2016-09-10T09:55:38.000Z,BEHAVE_ACC_Z_END,-998
47.90653,13.32398,2016-09-10T09:57:58Z,2016-09-10T09:55:38.000Z,BEHAVE_UNIQUE_ID,336
47.90367,13.32072,2016-09-10T09:57:58Z,2016-09-10T09:56:21.000Z,BEHAVE_GPS_HEADING_BEGIN,235150
47.90367,13.32072,2016-09-10T09:57:58Z,2016-09-10T09:56:21.000Z,BEHAVE_GPS_HEADING_END,231160
47.90367,13.32072,2016-09-10T09:57:58Z,2016-09-10T09:56:21.000Z,BEHAVE_ACC_X_BEGIN,-315
47.90367,13.32072,2016-09-10T09:57:58Z,2016-09-10T09:56:21.000Z,BEHAVE_ACC_X_END,-309
47.90367,13.32072,2016-09-10T09:57:58Z,2016-09-10T09:56:21.000Z,BEHAVE_ID,10
47.90367,13.32072,2016-09-10T09:57:58Z,2016-09-10T09:56:21.000Z,BEHAVE_UNIQUE_ID,337
47.90367,13.32072,2016-09-10T09:57:58Z,2016-09-10T09:56:21.000Z,BEHAVE_GPS_SPEED_PEAK,13029
47.90367,13.32072,2016-09-10T09:57:58Z,2016-09-10T09:56:21.000Z,BEHAVE_ACC_Z_PEAK,-1025
47.90367,13.32072,2016-09-10T09:57:58Z,2016-09-10T09:56:21.000Z,BEHAVE_GPS_SPEED_END,8695
47.90367,13.32072,2016-09-10T09:57:58Z,2016-09-10T09:56:21.000Z,BEHAVE_GPS_HEADING_PEAK,235150
