Latitude,Longitude,Received_at,Recorded_at,Field,Value
47.17132,8.51231,2016-09-14T05:52:13Z,2016-09-13T16:01:37.000Z,GPS_SPEED,2021
47.17132,8.51231,2016-09-14T05:52:13Z,2016-09-13T16:01:42.000Z,GPS_SPEED,0
47.17132,8.51231,2016-09-14T05:52:13Z,2016-09-13T16:01:44.000Z,MDI_OBD_SPEED,0
47.17124,8.51245,2016-09-14T05:52:13Z,2016-09-13T16:01:52.000Z,GPS_SPEED,5835
47.17124,8.51245,2016-09-14T05:52:13Z,2016-09-13T16:01:52.000Z,GPS_DIR,12912
47.17118,8.51255,2016-09-14T05:52:13Z,2016-09-13T16:01:57.000Z,GPS_SPEED,0
47.17118,8.51255,2016-09-14T05:52:13Z,2016-09-13T16:01:57.000Z,GPS_DIR,13000
47.17118,8.51255,2016-09-14T05:52:13Z,2016-09-13T16:01:59.000Z,MDI_OBD_MILEAGE_METERS,1971915
47.17118,8.51255,2016-09-14T05:52:13Z,2016-09-13T16:01:59.000Z,MDI_OBD_RPM,775
47.17117,8.51257,2016-09-14T05:52:13Z,2016-09-13T16:02:17.000Z,GPS_SPEED,2477
47.17113,8.51265,2016-09-14T05:52:13Z,2016-09-13T16:02:22.000Z,GPS_SPEED,2391
47.17113,8.51265,2016-09-14T05:52:13Z,2016-09-13T16:02:27.000Z,GPS_SPEED,0
47.17105,8.51276,2016-09-14T05:52:13Z,2016-09-13T16:02:42.000Z,GPS_SPEED,6168
47.17105,8.51276,2016-09-14T05:52:13Z,2016-09-13T16:02:42.000Z,GPS_DIR,13642
47.17097,8.51286,2016-09-14T05:52:13Z,2016-09-13T16:02:45.000Z,MDI_OBD_SPEED,14
47.17092,8.51292,2016-09-14T05:52:13Z,2016-09-13T16:02:47.000Z,GPS_SPEED,6674
47.17092,8.51292,2016-09-14T05:52:13Z,2016-09-13T16:02:47.000Z,GPS_DIR,13682
47.17087,8.51301,2016-09-14T05:52:13Z,2016-09-13T16:02:52.000Z,GPS_SPEED,3573
47.17087,8.51301,2016-09-14T05:52:13Z,2016-09-13T16:02:52.000Z,GPS_DIR,12833
47.17087,8.51301,2016-09-14T05:52:13Z,2016-09-13T16:02:57.000Z,GPS_SPEED,0
47.17087,8.51301,2016-09-14T05:52:13Z,2016-09-13T16:02:59.000Z,MDI_OBD_RPM,777
47.17087,8.51301,2016-09-14T05:52:13Z,2016-09-13T16:02:59.000Z,MDI_OBD_MILEAGE_METERS,1971963
47.17082,8.51308,2016-09-14T05:52:13Z,2016-09-13T16:03:17.000Z,GPS_SPEED,3189
47.17082,8.51308,2016-09-14T05:52:13Z,2016-09-13T16:03:17.000Z,GPS_DIR,12243
47.17082,8.51308,2016-09-14T05:52:13Z,2016-09-13T16:03:22.000Z,GPS_SPEED,0
47.17077,8.51316,2016-09-14T05:52:13Z,2016-09-13T16:03:27.000Z,GPS_SPEED,2184
47.17077,8.51316,2016-09-14T05:52:13Z,2016-09-13T16:03:27.000Z,GPS_DIR,12873
47.17077,8.51316,2016-09-14T05:52:13Z,2016-09-13T16:03:32.000Z,GPS_SPEED,0
47.17075,8.51318,2016-09-14T05:52:13Z,2016-09-13T16:03:41.000Z,GPS_SPEED,1481
47.17074,8.51321,2016-09-14T05:52:13Z,2016-09-13T16:03:45.000Z,MDI_OBD_SPEED,3
47.17073,8.51323,2016-09-14T05:52:13Z,2016-09-13T16:03:46.000Z,GPS_SPEED,1926
47.17068,8.5133,2016-09-14T05:52:13Z,2016-09-13T16:03:51.000Z,GPS_SPEED,4064
47.17068,8.5133,2016-09-14T05:52:13Z,2016-09-13T16:03:51.000Z,GPS_DIR,13727
47.17057,8.51344,2016-09-14T05:52:13Z,2016-09-13T16:03:56.000Z,GPS_SPEED,3099
47.17057,8.51344,2016-09-14T05:52:13Z,2016-09-13T16:03:56.000Z,GPS_DIR,15523
47.17051,8.51349,2016-09-14T05:52:13Z,2016-09-13T16:03:59.000Z,MDI_OBD_RPM,1373
47.17051,8.51349,2016-09-14T05:52:13Z,2016-09-13T16:03:59.000Z,MDI_OBD_MILEAGE_METERS,1972010
47.17035,8.51362,2016-09-14T05:52:13Z,2016-09-13T16:04:02.000Z,GPS_SPEED,15124
47.17035,8.51362,2016-09-14T05:52:13Z,2016-09-13T16:04:02.000Z,GPS_DIR,15346
47.17005,8.51386,2016-09-14T05:52:13Z,2016-09-13T16:04:07.000Z,GPS_SPEED,11607
47.17005,8.51386,2016-09-14T05:52:13Z,2016-09-13T16:04:07.000Z,GPS_DIR,15304
47.16989,8.51401,2016-09-14T05:52:13Z,2016-09-13T16:04:12.000Z,GPS_SPEED,7951
