Latitude,Longitude,Received_at,Recorded_at,Field,Value
47.90409,13.32643,2016-09-14T10:20:20Z,2016-09-13T16:19:42.000Z,GPS_SPEED,199
47.90409,13.32643,2016-09-14T10:20:20Z,2016-09-13T16:19:47.000Z,GPS_SPEED,0
47.90409,13.32643,2016-09-14T10:20:20Z,2016-09-13T16:19:53.001Z,EVENT,S:3-205
47.90409,13.32643,2016-09-14T10:20:20Z,2016-09-13T16:19:53.001Z,MDI_EXT_BATT_VOLTAGE,12648
47.90409,13.32643,2016-09-14T10:20:20Z,2016-09-13T16:19:53.000Z,EVENT,S:3-205
-,-,2016-09-14T10:20:22Z,2016-09-14T10:18:42.001Z,MDI_HEALTH_WRITEDIR_FREE,27516
-,-,2016-09-14T10:20:22Z,2016-09-14T10:18:42.001Z,MDI_HEALTH_OPENED_FDS,1866
-,-,2016-09-14T10:20:22Z,2016-09-14T10:18:42.001Z,MDI_HEALTH_THREADS,309
-,-,2016-09-14T10:20:22Z,2016-09-14T10:18:42.001Z,MDI_HEALTH_LOADAVG15,142
-,-,2016-09-14T10:20:22Z,2016-09-14T10:18:42.001Z,EVENT,B:131072
-,-,2016-09-14T10:20:22Z,2016-09-14T10:18:42.000Z,MDI_EXT_BATT_VOLTAGE,14549
-,-,2016-09-14T10:20:22Z,2016-09-14T10:18:42.000Z,GPS_PDOP,30
-,-,2016-09-14T10:20:22Z,2016-09-14T10:18:42.000Z,EVENT,B:131072
-,-,2016-09-14T10:20:22Z,2016-09-14T10:18:49.000Z,MDI_DRIVING_JOURNEY,0
-,-,2016-09-14T10:20:22Z,2016-09-14T10:18:49.000Z,MDI_ODO_JOURNEY,0
-,-,2016-09-14T10:20:22Z,2016-09-14T10:18:49.000Z,MDI_JOURNEY_STATE,true
-,-,2016-09-14T10:20:22Z,2016-09-14T10:18:49.000Z,GPS_PDOP,60
-,-,2016-09-14T10:20:22Z,2016-09-14T10:18:49.000Z,MDI_JOURNEY_ID,24
-,-,2016-09-14T10:20:22Z,2016-09-14T10:18:49.000Z,MDI_VEHICLE_STATE,1:0
-,-,2016-09-14T10:20:22Z,2016-09-14T10:18:49.000Z,MDI_JOURNEY_TIME,0
47.90409,13.32653,2016-09-14T10:20:22Z,2016-09-14T10:18:54.000Z,GPS_SPEED,2312
47.90409,13.32653,2016-09-14T10:20:22Z,2016-09-14T10:18:54.000Z,GPS_PDOP,2
47.904,13.32653,2016-09-14T10:20:22Z,2016-09-14T10:18:59.000Z,GPS_SPEED,426
47.904,13.32655,2016-09-14T10:20:22Z,2016-09-14T10:19:04.000Z,GPS_SPEED,765
47.904,13.32655,2016-09-14T10:20:22Z,2016-09-14T10:19:04.000Z,GPS_PDOP,4
47.90399,13.32654,2016-09-14T10:20:22Z,2016-09-14T10:19:09.000Z,GPS_SPEED,428
47.90399,13.32654,2016-09-14T10:20:22Z,2016-09-14T10:19:09.000Z,GPS_PDOP,2
47.90399,13.32655,2016-09-14T10:20:22Z,2016-09-14T10:19:15.000Z,GPS_SPEED,230
47.90399,13.32655,2016-09-14T10:20:22Z,2016-09-14T10:19:20.000Z,GPS_SPEED,537
47.90399,13.32655,2016-09-14T10:20:22Z,2016-09-14T10:19:20.000Z,GPS_PDOP,4
47.90399,13.32657,2016-09-14T10:20:22Z,2016-09-14T10:19:25.000Z,GPS_SPEED,266
47.90399,13.32657,2016-09-14T10:20:22Z,2016-09-14T10:19:25.000Z,GPS_PDOP,2
47.90398,13.32655,2016-09-14T10:20:22Z,2016-09-14T10:19:30.000Z,GPS_SPEED,74
47.90394,13.32656,2016-09-14T10:20:22Z,2016-09-14T10:19:35.000Z,GPS_SPEED,337
47.90394,13.32656,2016-09-14T10:20:22Z,2016-09-14T10:19:35.000Z,GPS_PDOP,4
47.90394,13.32656,2016-09-14T10:20:22Z,2016-09-14T10:19:40.000Z,GPS_SPEED,122
47.90394,13.32656,2016-09-14T10:20:22Z,2016-09-14T10:19:40.000Z,MDI_OBD_MILEAGE_METERS,297475
47.90393,13.32656,2016-09-14T10:20:22Z,2016-09-14T10:19:45.000Z,GPS_SPEED,262
47.90392,13.32654,2016-09-14T10:20:22Z,2016-09-14T10:19:50.000Z,GPS_SPEED,151
47.90392,13.32654,2016-09-14T10:20:22Z,2016-09-14T10:19:50.000Z,GPS_PDOP,2
47.90392,13.32654,2016-09-14T10:20:22Z,2016-09-14T10:19:52.000Z,GPS_SPEED,0
47.90392,13.32654,2016-09-14T10:20:22Z,2016-09-14T10:19:52.000Z,MDI_EXT_BATT_VOLTAGE,12483
47.90392,13.32654,2016-09-14T10:20:22Z,2016-09-14T10:19:52.000Z,MDI_RPM_AVERAGE_RANGE_1,525
47.90392,13.32654,2016-09-14T10:20:22Z,2016-09-14T10:19:52.000Z,MDI_VEHICLE_STATE,0:1
47.90392,13.32654,2016-09-14T10:20:22Z,2016-09-14T10:19:52.000Z,MDI_JOURNEY_TIME,66
47.90392,13.32654,2016-09-14T10:20:22Z,2016-09-14T10:19:52.000Z,MDI_DRIVING_JOURNEY,66
47.90392,13.32654,2016-09-14T10:20:22Z,2016-09-14T10:19:52.000Z,MDI_JOURNEY_STATE,false
47.90392,13.32653,2016-09-14T10:20:22Z,2016-09-14T10:19:53.001Z,EVENT,odo_obd_speed
47.90392,13.32653,2016-09-14T10:20:22Z,2016-09-14T10:19:53.000Z,EVENT,fuel_dsl
47.90392,13.32653,2016-09-14T10:20:22Z,2016-09-14T10:19:54.000Z,GPS_SPEED,408
47.90391,13.32654,2016-09-14T10:20:22Z,2016-09-14T10:19:59.000Z,GPS_SPEED,151
47.90391,13.32654,2016-09-14T10:20:22Z,2016-09-14T10:19:59.000Z,GPS_PDOP,7
47.90396,13.32656,2016-09-14T10:22:24Z,2016-09-14T10:20:04.000Z,GPS_SPEED,206
47.90398,13.32655,2016-09-14T10:22:24Z,2016-09-14T10:20:09.000Z,GPS_SPEED,0
47.90399,13.32655,2016-09-14T10:22:24Z,2016-09-14T10:20:14.000Z,GPS_SPEED,1985
47.90402,13.32656,2016-09-14T10:22:24Z,2016-09-14T10:20:19.000Z,GPS_SPEED,2205
47.90403,13.3266,2016-09-14T10:22:24Z,2016-09-14T10:20:24.000Z,GPS_SPEED,0
47.90403,13.32657,2016-09-14T10:22:24Z,2016-09-14T10:20:29.000Z,GPS_SPEED,2785
47.90403,13.32653,2016-09-14T10:22:24Z,2016-09-14T10:20:31.000Z,MDI_JOURNEY_ID,25
47.90403,13.32653,2016-09-14T10:22:24Z,2016-09-14T10:20:31.000Z,MDI_VEHICLE_STATE,1:0
47.90403,13.32653,2016-09-14T10:22:24Z,2016-09-14T10:20:31.000Z,MDI_JOURNEY_TIME,0
47.90403,13.32653,2016-09-14T10:22:24Z,2016-09-14T10:20:31.000Z,GPS_SPEED,1278
47.90403,13.32653,2016-09-14T10:22:24Z,2016-09-14T10:20:31.000Z,MDI_EXT_BATT_VOLTAGE,14632
47.90403,13.32653,2016-09-14T10:22:24Z,2016-09-14T10:20:31.000Z,MDI_DRIVING_JOURNEY,0
47.90403,13.32653,2016-09-14T10:22:24Z,2016-09-14T10:20:31.000Z,MDI_JOURNEY_STATE,true
47.90403,13.32653,2016-09-14T10:22:24Z,2016-09-14T10:20:34.000Z,GPS_SPEED,0
47.90403,13.32653,2016-09-14T10:22:24Z,2016-09-14T10:20:39.000Z,MDI_OBD_RPM,1034
47.90403,13.32653,2016-09-14T10:22:24Z,2016-09-14T10:21:00.000Z,GPS_PDOP,16
47.90403,13.32653,2016-09-14T10:22:24Z,2016-09-14T10:21:05.000Z,GPS_PDOP,5
