Latitude,Longitude,Received_at,Recorded_at,Field,Value
47.90439,13.32583,2016-09-11T10:59:00Z,2016-09-10T10:56:10.000Z,GPS_SPEED,0
47.90439,13.32583,2016-09-11T10:59:00Z,2016-09-10T10:56:10.000Z,GPS_PDOP,27
47.90439,13.32583,2016-09-11T10:59:00Z,2016-09-10T10:56:20.000Z,GPS_PDOP,28
47.90439,13.32583,2016-09-11T10:59:00Z,2016-09-10T10:56:35.000Z,GPS_PDOP,29
47.90436,13.32592,2016-09-11T10:59:00Z,2016-09-10T10:56:40.000Z,GPS_SPEED,370
47.90436,13.32592,2016-09-11T10:59:00Z,2016-09-10T10:56:40.000Z,GPS_PDOP,5
47.90436,13.32592,2016-09-11T10:59:00Z,2016-09-10T10:56:45.000Z,GPS_SPEED,0
47.90436,13.32592,2016-09-11T10:59:00Z,2016-09-10T10:56:51.001Z,EVENT,S:3-205
47.90436,13.32592,2016-09-11T10:59:00Z,2016-09-10T10:56:51.001Z,MDI_EXT_BATT_VOLTAGE,12731
47.90436,13.32592,2016-09-11T10:59:00Z,2016-09-10T10:56:51.000Z,EVENT,S:3-205
-,-,2016-09-11T10:59:03Z,2016-09-11T10:57:22.000Z,GPS_DIR,0
-,-,2016-09-11T10:59:03Z,2016-09-11T10:57:22.000Z,GPS_PDOP,30
-,-,2016-09-11T10:59:03Z,2016-09-11T10:57:22.000Z,MDI_HEALTH_WRITEDIR_FREE,27448
-,-,2016-09-11T10:59:03Z,2016-09-11T10:57:22.000Z,MDI_HEALTH_OPENED_FDS,1866
-,-,2016-09-11T10:59:03Z,2016-09-11T10:57:22.000Z,MDI_HEALTH_THREADS,304
-,-,2016-09-11T10:59:03Z,2016-09-11T10:57:22.000Z,MDI_HEALTH_LOADAVG15,170
-,-,2016-09-11T10:59:03Z,2016-09-11T10:57:23.000Z,MDI_EXT_BATT_VOLTAGE,12689
-,-,2016-09-11T10:59:03Z,2016-09-11T10:57:23.000Z,EVENT,B:128
-,-,2016-09-11T10:59:03Z,2016-09-11T10:57:26.000Z,EVENT,B:128
-,-,2016-09-11T10:59:03Z,2016-09-11T10:57:31.000Z,GPS_PDOP,60
47.90435,13.32602,2016-09-11T10:59:03Z,2016-09-11T10:57:49.000Z,GPS_PDOP,4
47.90427,13.3263,2016-09-11T10:59:03Z,2016-09-11T10:57:54.000Z,GPS_DIR,17864
47.90427,13.3263,2016-09-11T10:59:03Z,2016-09-11T10:57:54.000Z,GPS_SPEED,2676
47.9042,13.32645,2016-09-11T10:59:03Z,2016-09-11T10:57:59.000Z,GPS_SPEED,245
47.90419,13.32658,2016-09-11T10:59:03Z,2016-09-11T10:58:04.000Z,GPS_SPEED,522
47.90417,13.32652,2016-09-11T10:59:03Z,2016-09-11T10:58:09.000Z,GPS_SPEED,541
47.90414,13.32649,2016-09-11T10:59:03Z,2016-09-11T10:58:14.000Z,GPS_SPEED,392
47.90412,13.32643,2016-09-11T10:59:03Z,2016-09-11T10:58:19.000Z,GPS_SPEED,750
47.90412,13.32643,2016-09-11T10:59:03Z,2016-09-11T10:58:19.000Z,GPS_PDOP,3
47.90411,13.3265,2016-09-11T10:59:03Z,2016-09-11T10:58:25.000Z,GPS_SPEED,424
