Latitude,Longitude,Received_at,Recorded_at,Field,Value
47.45142,9.53801,2016-09-04T09:21:25Z,2016-09-03T16:05:03.000Z,GPS_PDOP,2
47.45142,9.53802,2016-09-04T09:21:25Z,2016-09-03T16:05:39.001Z,EVENT,S:3-205
47.45142,9.53802,2016-09-04T09:21:25Z,2016-09-03T16:05:39.000Z,EVENT,S:3-205
-,-,2016-09-04T09:21:44Z,2016-09-04T09:19:28.000Z,GPS_PDOP,30
-,-,2016-09-04T09:21:44Z,2016-09-04T09:19:28.000Z,MDI_HEALTH_WRITEDIR_FREE,27472
-,-,2016-09-04T09:21:44Z,2016-09-04T09:19:28.000Z,MDI_HEALTH_OPENED_FDS,1807
-,-,2016-09-04T09:21:44Z,2016-09-04T09:19:28.000Z,MDI_HEALTH_THREADS,281
-,-,2016-09-04T09:21:44Z,2016-09-04T09:19:28.000Z,MDI_HEALTH_LOADAVG15,202
-,-,2016-09-04T09:21:44Z,2016-09-04T09:19:28.000Z,EVENT,B:131072
-,-,2016-09-04T09:21:44Z,2016-09-04T09:19:28.000Z,MDI_EXT_BATT_VOLTAGE,12855
-,-,2016-09-04T09:21:44Z,2016-09-04T09:19:31.000Z,EVENT,B:131072
-,-,2016-09-04T09:21:44Z,2016-09-04T09:19:37.000Z,GPS_PDOP,60
47.45143,9.53802,2016-09-04T09:21:44Z,2016-09-04T09:20:15.000Z,GPS_SPEED,588
47.45143,9.53802,2016-09-04T09:21:44Z,2016-09-04T09:20:15.000Z,GPS_PDOP,46
47.45143,9.5381,2016-09-04T09:21:44Z,2016-09-04T09:20:20.000Z,GPS_PDOP,4
47.45143,9.5381,2016-09-04T09:21:44Z,2016-09-04T09:20:20.000Z,GPS_SPEED,156
47.45141,9.53808,2016-09-04T09:21:44Z,2016-09-04T09:20:25.000Z,GPS_SPEED,132
47.45141,9.53804,2016-09-04T09:21:44Z,2016-09-04T09:20:30.000Z,GPS_SPEED,347
47.45143,9.53803,2016-09-04T09:21:44Z,2016-09-04T09:20:35.000Z,GPS_SPEED,392
47.45143,9.53803,2016-09-04T09:21:44Z,2016-09-04T09:20:35.000Z,GPS_PDOP,3
47.45141,9.53802,2016-09-04T09:21:44Z,2016-09-04T09:20:40.000Z,GPS_SPEED,129
47.45141,9.53805,2016-09-04T09:21:44Z,2016-09-04T09:20:45.000Z,GPS_SPEED,112
47.45141,9.53806,2016-09-04T09:21:44Z,2016-09-04T09:20:50.000Z,GPS_SPEED,76
47.45141,9.53806,2016-09-04T09:21:44Z,2016-09-04T09:20:50.000Z,GPS_PDOP,4
47.45141,9.53811,2016-09-04T09:21:44Z,2016-09-04T09:20:55.000Z,GPS_SPEED,671
47.45141,9.53811,2016-09-04T09:21:44Z,2016-09-04T09:21:00.000Z,GPS_SPEED,0
47.45141,9.53811,2016-09-04T09:21:44Z,2016-09-04T09:21:06.000Z,GPS_PDOP,3
47.45141,9.5381,2016-09-04T09:23:33Z,2016-09-04T09:22:40.000Z,GPS_SPEED,43
47.45141,9.5381,2016-09-04T09:23:33Z,2016-09-04T09:22:45.000Z,GPS_SPEED,0
47.45141,9.5381,2016-09-04T09:23:33Z,2016-09-04T09:22:55.000Z,GPS_PDOP,2
47.45141,9.53811,2016-09-04T09:29:58Z,2016-09-04T09:27:27.001Z,EVENT,S:3-205
47.45141,9.53811,2016-09-04T09:29:58Z,2016-09-04T09:27:27.000Z,EVENT,S:3-205
-,-,2016-09-04T09:29:58Z,2016-09-04T09:28:12.001Z,EVENT,B:8
