Latitude,Longitude,Received_at,Recorded_at,Field,Value
47.90405,13.32653,2016-09-15T05:57:18Z,2016-09-14T10:26:34.000Z,GPS_SPEED,293
47.90405,13.32653,2016-09-15T05:57:18Z,2016-09-14T10:26:39.000Z,GPS_SPEED,0
47.90405,13.32653,2016-09-15T05:57:18Z,2016-09-14T10:28:15.001Z,MDI_EXT_BATT_VOLTAGE,12648
47.90405,13.32653,2016-09-15T05:57:18Z,2016-09-14T10:28:15.001Z,EVENT,S:3-205
47.90405,13.32653,2016-09-15T05:57:18Z,2016-09-14T10:28:15.000Z,EVENT,S:3-205
-,-,2016-09-15T05:57:21Z,2016-09-15T05:55:38.000Z,GPS_PDOP,30
-,-,2016-09-15T05:57:21Z,2016-09-15T05:55:38.000Z,EVENT,B:131072
-,-,2016-09-15T05:57:21Z,2016-09-15T05:55:38.000Z,MDI_EXT_BATT_VOLTAGE,14508
-,-,2016-09-15T05:57:21Z,2016-09-15T05:55:39.000Z,MDI_HEALTH_WRITEDIR_FREE,27536
-,-,2016-09-15T05:57:21Z,2016-09-15T05:55:39.000Z,MDI_HEALTH_OPENED_FDS,1808
-,-,2016-09-15T05:57:21Z,2016-09-15T05:55:39.000Z,MDI_HEALTH_THREADS,298
-,-,2016-09-15T05:57:21Z,2016-09-15T05:55:39.000Z,MDI_HEALTH_LOADAVG15,155
-,-,2016-09-15T05:57:21Z,2016-09-15T05:55:39.000Z,MDI_HEALTH_MIN_CASE_TEMP,15
-,-,2016-09-15T05:57:21Z,2016-09-15T05:55:39.000Z,EVENT,B:131072
-,-,2016-09-15T05:57:21Z,2016-09-15T05:55:49.000Z,GPS_PDOP,60
47.9044,13.32662,2016-09-15T05:57:21Z,2016-09-15T05:55:52.000Z,GPS_DIR,1375
47.9044,13.32662,2016-09-15T05:57:21Z,2016-09-15T05:55:52.000Z,GPS_PDOP,5
47.9044,13.32662,2016-09-15T05:57:21Z,2016-09-15T05:55:52.000Z,GPS_SPEED,7530
47.90453,13.32671,2016-09-15T05:57:21Z,2016-09-15T05:55:57.000Z,GPS_SPEED,10189
47.90453,13.32671,2016-09-15T05:57:21Z,2016-09-15T05:55:57.000Z,GPS_DIR,1110
47.90459,13.32672,2016-09-15T05:57:21Z,2016-09-15T05:55:59.000Z,MDI_DRIVING_JOURNEY,0
47.90459,13.32672,2016-09-15T05:57:21Z,2016-09-15T05:55:59.000Z,GPS_SPEED,9888
47.90459,13.32672,2016-09-15T05:57:21Z,2016-09-15T05:55:59.000Z,MDI_JOURNEY_ID,26
47.90459,13.32672,2016-09-15T05:57:21Z,2016-09-15T05:55:59.000Z,MDI_OBD_MILEAGE_METERS,297485
47.90459,13.32672,2016-09-15T05:57:21Z,2016-09-15T05:55:59.000Z,MDI_VEHICLE_STATE,1:0
47.90459,13.32672,2016-09-15T05:57:21Z,2016-09-15T05:55:59.000Z,MDI_JOURNEY_TIME,0
47.90459,13.32672,2016-09-15T05:57:21Z,2016-09-15T05:55:59.000Z,MDI_JOURNEY_STATE,true
47.90459,13.32672,2016-09-15T05:57:21Z,2016-09-15T05:55:59.000Z,GPS_DIR,994
47.90459,13.32672,2016-09-15T05:57:21Z,2016-09-15T05:55:59.000Z,GPS_PDOP,3
47.90459,13.32672,2016-09-15T05:57:21Z,2016-09-15T05:55:59.000Z,MDI_EXT_BATT_VOLTAGE,14632
47.90474,13.32675,2016-09-15T05:57:21Z,2016-09-15T05:56:02.000Z,GPS_SPEED,10939
47.90474,13.32675,2016-09-15T05:57:21Z,2016-09-15T05:56:02.000Z,GPS_DIR,731
47.90474,13.32675,2016-09-15T05:57:21Z,2016-09-15T05:56:02.000Z,GPS_PDOP,2
47.90492,13.32682,2016-09-15T05:57:21Z,2016-09-15T05:56:06.000Z,GPS_SPEED,9048
47.90492,13.32682,2016-09-15T05:57:21Z,2016-09-15T05:56:06.000Z,GPS_DIR,1214
47.90492,13.32682,2016-09-15T05:57:21Z,2016-09-15T05:56:06.000Z,GPS_PDOP,3
47.90501,13.32682,2016-09-15T05:57:21Z,2016-09-15T05:56:10.000Z,MDI_OBD_SPEED,19
47.90503,13.32675,2016-09-15T05:57:21Z,2016-09-15T05:56:11.000Z,GPS_SPEED,11466
47.90503,13.32675,2016-09-15T05:57:21Z,2016-09-15T05:56:11.000Z,GPS_DIR,28543
47.90521,13.32616,2016-09-15T05:57:21Z,2016-09-15T05:56:16.000Z,GPS_SPEED,21561
47.90521,13.32616,2016-09-15T05:57:21Z,2016-09-15T05:56:16.000Z,GPS_DIR,30930
47.90575,13.32576,2016-09-15T05:57:21Z,2016-09-15T05:56:21.000Z,GPS_SPEED,26133
47.90575,13.32576,2016-09-15T05:57:21Z,2016-09-15T05:56:21.000Z,GPS_DIR,34293
47.90631,13.32546,2016-09-15T05:57:21Z,2016-09-15T05:56:26.000Z,GPS_SPEED,23523
47.90631,13.32546,2016-09-15T05:57:21Z,2016-09-15T05:56:26.000Z,GPS_DIR,33161
47.90649,13.32477,2016-09-15T05:57:21Z,2016-09-15T05:56:31.000Z,GPS_SPEED,19407
47.90649,13.32477,2016-09-15T05:57:21Z,2016-09-15T05:56:31.000Z,GPS_DIR,27285
47.90649,13.32477,2016-09-15T05:57:21Z,2016-09-15T05:56:31.000Z,MDI_OBD_SPEED,38
